散らかる,"ちらかる「TÁN」 - Lộn xộn, bừa bãi; 意味: 物があちこちに置かれて、乱れた状態になる; ポイント: 部屋が散らかる; 例文: 急な来客があったが、部屋が散らかっていて恥ずかしかった。"
抱える,"かかえる「BÃO」 - Ôm, vướng phải, đối mặt với (vấn đề); 意味: 腕の中に持つ、負担になるものを持っている; ポイント: 荷物を抱える、問題を抱える; 例文: 彼は一人で多くの問題を抱え込んで、悩んでいるようだ。"
揃う,"そろう「TIỄN」 - Tập hợp đầy đủ, sẵn sàng; 意味: 必要なものがすべて集まる、同じになる; ポイント: メンバーが揃う、書類が揃う; 例文: 全員の準備が揃ったので、いよいよ出発することにした。"
欠かす,"かかす「KHIẾM」 - Thiếu, sót, lỡ; 意味: しなければならないことをしないでおく; ポイント: 一日も欠かさず、欠かせない（không thể thiếu）; 例文: 健康のために、毎朝のジョギングは一日も欠かさないようにしている。"
隠れる,"かくれる「ẨN」 - Trốn, ẩn nấp; 意味: 物の後ろなどに入って見えなくなる; ポイント: 月が雲に隠れる、物陰に隠れる; 例文: 恥ずかしかったので、母親の後ろに隠れて様子をうかがった。"
とらえる,"とらえる「TRẶC/HỘI」 - Bắt giữ, nắm bắt; 意味: つかまえる、特徴をしっかりつかむ; ポイント: 犯人を捕らえる、特徴をとらえる、チャンスをとらえる; 例文: 彼は相手の言葉の微妙なニュアンスを正確にとらえた。"
招く,"まねく「CHIÊU」 - Mời, rủ, gây ra; 意味: 呼んで来てもらう、良くない事態を引き起こす; ポイント: 誕生日に招く、誤解を招く; 例文: 私の不注意な発言が、大きな誤解を招いてしまった。"
似る,にる「TỰ」 - Giống; 意味: 形や性質が同じようである; ポイント: 母親に似ている、声が似る; 例文: 彼女は、笑った時の顔が母親にそっくり似ている。
崩れる,"くずれる「BĂNG」 - Sụp đổ, đổ nát, (thời tiết) xấu đi; 意味: 形が壊れる、整った状態が乱れる; ポイント: 山が崩れる、天気が崩れる; 例文: 午後から天気が崩れるそうなので、傘を持って行ったほうがいい。"
睨む,"にらむ「NGHÊ」 - Liếc, lườm, chú ý đến; 意味: 鋭い目つきで見る、注意深く見る; ポイント: 相手を睨む、盤面を睨む; 例文: 喧嘩になったとき、二人は激しく睨み合っていた。"
屈む,"かがむ「KHUẤT」 - Cúi xuống, khom lưng; 意味: 腰や膝を曲げて姿勢を低くする; ポイント: 背中を丸める; 例文: 靴紐が解けたので、屈んで結び直した。"
訪ねる,"たずねる「PHÓNG」 - Ghé thăm, thăm hỏi; 意味: 人の家や場所を訪問する; ポイント: 先生の宅を訪ねる; 例文: 夏休みに、京都に住んでいる祖父母の家を訪ねた。"
狙う,"ねらう「THƯ」 - Nhắm vào, hướng tới; 意味: 目標を定めて、それを手に入れようとする; ポイント: 獲物を狙う、優勝を狙う; 例文: 彼は次の大会で、世界新記録を狙っている。"
生かす,"いかす「SINH」 - Phát huy, tận dụng; 意味: 持っている能力や経験を役立てる; ポイント: 経験を生かす、個性を生かす; 例文: 日本語の能力を生かして、日本企業で働きたい。"
しびれる,"しびれる - Tê, tê chân tay; 意味: 足や手の感覚がなくなって、ピリピリする; ポイント: 正座して足がしびれる; 例文: 長時間正座をしていたので、足がしびれて立てなくなった。"
まく,"まく「QUYỂN/SÁP」 - Cuốn, quấn / Rắc, gieo; 意味: ぐるぐる巻きにする、種などを散らす; ポイント: 包帯を巻く、種をまく; 例文: 庭に花の種をまいたら、数日で芽が出てきた。"
収める,"おさめる「THU」 - Thu được, đạt được, cất giữ; 意味: 自分のものにする、中に入れる; ポイント: 成功を収める、勝利を収める; 例文: 厳しい練習の末、ついに全国大会で優勝を収めた。"
扱う,"あつかう「TRÁP」 - Đối xử, xử lý, điều khiển; 意味: 物や人を対象として、操作や対応をする; ポイント: 丁寧に扱う、子供扱い; 例文: この機械は壊れやすいので、丁寧に扱ってください。"
就く,"つく「TỰU」 - Kiếm được (việc làm), giữ chức vụ; 意味: 職業や役職につく; ポイント: 仕事に就く、職に就く; 例文: 大学を卒業して、ようやく希望していた職に就くことができた。"
恵まれる,"めぐまれる「HUỆ」 - Được ban cho, được ưu đãi; 意味: 良い環境や才能などが与えられる; ポイント: 天候に恵まれる、才能に恵まれる; 例文: 彼は素晴らしい才能に恵まれているだけでなく、努力家でもある。"
導く,"みちびく「ĐẠO」 - Dẫn dắt, hướng dẫn; 意味: 案内する、望ましい方向に進ませる; ポイント: 成功へ導く、客を案内する; 例文: 彼はチームを優勝へと導いたリーダーだ。"
努める,"つとめる「NỖ」 - Nỗ lực, cố gắng; 意味: 一生懸命に励む; ポイント: 解決に努める、サービス向上に努める; 例文: 問題の早期解決に努めますので、もう少々お待ちください。"
傷む,"いたむ「THƯƠNG」 - Bị hỏng (thức ăn), bị thương tổn; 意味: 腐り始める、傷がつく; ポイント: 食べ物が傷む、髪が傷む; 例文: 夏場は食べ物が傷みやすいので、冷蔵庫に入れておこう。"
演じる,"えんじる「DIỄN」 - Diễn xuất, đóng vai; 意味: 芝居をする、役をこなす; ポイント: 主役を演じる、悪役を演じる; 例文: 彼女は舞台で難しい役を見事に演じきった。"
述べる,"のべる「THUẬT」 - Trình bày, bày tỏ; 意味: 言葉で言い表す; ポイント: 意見を述べる、感謝の言葉を述べる; 例文: 会議の最後に、一人ずつ自分の意見を述べた。"
けなす,"けなす - Chê bai, bôi nhọ; 意味: 悪く言う、価値を下げるように言う; ポイント: 努力をけなす; 例文: せっかく一生懸命描いた絵をけなされて、悲しかった。"
