反抗,"はんこう「PHẢN KHÁNG」 - Phản kháng, chống đối; 意味: さからうこと; ポイント: 反抗期、親に反抗する; 例文: 弟は反抗期なのか、最近親の言うことを全く聞かない。 "
無駄,"むだ「VÔ ĐÀ」 - Lãng phí, vô ích; 意味: 役に立たないこと、効果がないこと; ポイント: 無駄遣い、時間を無駄にする; 例文: 買っても使わなければ、お金の無駄になってしまう。 "
休暇,"きゅうか「HƯU HẠ」 - Nghỉ phép, kỳ nghỉ; 意味: 仕事や学校を休むこと; ポイント: 有給休暇、休暇をとる; 例文: 来週から一週間の休暇をとって、北海道へ旅行に行く予定だ. "
眺める,"ながめる「THIÊU」 - Ngắm, nhìn; 意味: 遠くの方をゆっくり見る; ポイント: 風景を眺める; 例文: 窓から美しい海を眺めていると、心が落ち着く。 "
感心する,"かんしんする「CẢM TÂM」 - Thân phục, ngưỡng mộ, khen ngợi; 意味: 立派だと思って、心を動かされること; ポイント: 彼の努力に感心する; 例文: 毎日欠かさずジョギングをしている彼には感心する。 "
発揮,はっき「PHÁT HUY」 - Phát huy; 意味: 持っている力や能力を外に出すこと; ポイント: 実力を発揮する、リーダーシップを発揮する; 例文: 練習の成果を十分に発揮して、試合に勝つことができた。 
尽きる,"つきる「TẬN」 - Cạn kiệt, hết sạch; 意味: なくなってしまう; ポイント: 運が尽きる、話が尽きない; 例文: 久しぶりに会った友人と話が尽きず、夜遅くまで語り合った。 "
相次ぐ,"あいつぐ「TƯƠNG THỨ」 - Tiếp diễn, nối tiếp nhau xảy ra; 意味: 物事が次々に起こること; ポイント: 事故が相次ぐ; 例文: 最近、この交差点では交通死亡事故が相次いでいる。 "
外す,"はずす「NGOẠI」 - Tháo ra, bỏ ra, rời khỏi; 意味: ついているものを取る、場所を離れる; ポイント: ボタンを外す、席を外す; 例文: 課長は今、席を外しております。 "
保つ,"たもつ「BẢO」 - Giữ gìn, duy trì; 意味: 今の状態を変えないように守る; ポイント: 健康を保つ、距離を保つ; 例文: 健康を保つためには、バランスの良い食事と適度な運動が必要だ。 "
詰まる,"つまる「CẬT」 - Nghẹt, tắc, chật chội; 意味: 穴や道などがふさがって通らなくなる、中がいっぱいになる; ポイント: 鼻が詰まる、予定が詰まっている; 例文: 喉に食べ物が詰まってしまい、苦しかった。"
縮む,"ちぢむ「SÚC」 - Co lại, ngắn lại, rút lại; 意味: 長さや大きさが小さくなる; ポイント: 洗濯してセーターが縮む; 例文: このシャツは素材のせいで、洗うと少し縮む。"
叶う,"かなう「DIỆP」 - Trở thành hiện thực (ước mơ, nguyện vọng); 意味: 希望や願いがその通りになる; ポイント: 願いが叶う、夢が叶う; 例文: 長年の夢だった自分の店を持つことが、ついに叶った。"
