切り替える,"きりかえる「THIẾT THẾ」 - Thay đổi, chuyển đổi (trạng thái, tâm trạng); 意味: 今までのものをやめて別のものにする; ポイント: 気持ちを切り替える、スイッチを切り替える; 例文: 失敗を引きずらず、気持ちを切り替えて次の試合に臨もう。"
受け持つ,"うけもつ「THỤ TRÌ」 - Đảm nhiệm, phụ trách; 意味: 自分の担当として引き受ける; ポイント: 授業を受け持つ、役割を受け持つ; 例文: 彼は今年から、新入社員の教育係を受け持つことになった。"
取り上げる,"とりあげる「THỦ THƯỢNG」 - Đưa ra (vấn đề), tịch thu, tước quyền; 意味: 採用する、無理に取る; ポイント: 問題を取り上げる、免許を取り上げる; 例文: 今日の会議では、新しいプロジェクトの予算案が取り上げられた。"
繰り返す,くりかえす「SÀO PHẢN」 - Lặp lại; 意味: 同じことを何度もやる; ポイント: 何度も繰り返す、過ちを繰り返す; 例文: 同じ間違いを何度も繰り返さないように、注意深く確認しよう。
思いがけない,"おもいがけない「TƯ」 - Ngoài dự tính, bất ngờ; 意味: 全く予想していなかった; ポイント: 思いがけない贈り物、思いがけない再会; 例文: 街を歩いていたら、思いがけないところで昔の友人に会った。"
手ごろ,"てごろ「THỦ」 - Vừa tầm, giá cả hợp lý; 意味: ちょうど良い、ふさわしい; ポイント: 手ごろな値段、手ごろなサイズ; 例文: このレストランは味が良くて値段も手ごろなので、いつも混んでいる。"
不公平,"ふこうへい「BẤT CÔNG BÌNH」 - Bất công, không công bằng; 意味: 公平でないこと、偏りがあること; ポイント: 評価が不公平だ; 例文: 兄弟でプレゼントの値段が違うのは不公平だと、弟が怒った。"
正式,せいしき「CHÍNH THỨC」 - Chính thức; 意味: きちんとした手続きを踏んでいること; ポイント: 正式に発表する、正式な書類; 例文: 本日、彼との婚約が正式に両親に認められた。
質素,"しっそ「CHẤT TỐ」 - Giản dị, khiêm tốn; 意味: 飾り気がなく、質が地味なこと; ポイント: 質素な生活、質素な食事; 例文: 彼は大金持ちだが、贅沢をせずとても質素な生活を送っている。"
詳細,"しょうさい「TƯỜNG TẾ」 - Chi tiết, tường tận; 意味: 細かい点までくわしいこと; ポイント: 詳細を説明する、詳細なデータ; 例文: イベントの詳しいスケジュールについては、後日、詳細をお知らせします。"
大幅,"おおはば「ĐẠI PHÚC」 - Khá lớn, đáng kể, diện rộng; 意味: 程度や数量の差が大きいこと; ポイント: 大幅に増加する、大幅な削減; 例文: 予算が大幅に削られたため、計画を変更せざるを得ない。"
透明,"とうめい「THẤU MINH」 - Trong suốt, minh bạch; 意味: 透き通っていて中が見えること; ポイント: 透明なガラス、不透明な取引; 例文: この川の水はとても透明で、底にいる魚がはっきりと見える。"
乱暴,"らんぼう「LOẠN BẠO」 - Hung hăng, thô lỗ, cẩu thả; 意味: 荒っぽくて、荒々しいこと; ポイント: 乱暴な言葉遣い、乱暴に扱う; 例文: 物をそんなに乱暴に扱うと、すぐに壊れてしまいますよ。"
合同,"ごうどう「HỢP ĐỒNG」 - Kết hợp, cùng nhau, chung; 意味: 二つ以上のものが一つに合わさること; ポイント: 合同練習、合同結婚式; 例文: 隣のクラスと合同でスポーツ大会の練習を行った。"
鮮やか,"あざやか「TIÊN」 - Rực rỡ, chói lọi, nổi bật, khéo léo; 意味: 色がはっきりしていて美しいこと、形がはっきりしていること; ポイント: 鮮やかな色、手際が鮮やか; 例文: 秋になると、山の木々が鮮やかな赤や黄色に染まる。"
賢い,"かしこい「HIỀN」 - Thông minh, khôn ngoan; 意味: 頭の回転が速く、知恵がある; ポイント: 賢い選択、賢い子供; 例文: 彼は非常に賢いので、どんなに難しい問題でもすぐに解決してしまう。"
相応しい,"ふさわしい「TƯƠNG ỨNG」 - Phù hợp, tương xứng; 意味: その場や身分にぴったり合っている; ポイント: 職業に相応しい服装、名に相応しい活躍; 例文: 大切な式典なので、その場に相応しい格好で出席してください。"
乏しい,"とぼしい「PHẠP」 - Thiếu thốn, nghèo nàn; 意味: 足りない、不足している; ポイント: 経験が乏しい、天然資源が乏しい; 例文: 彼は知識は豊富だが、実地での経験が乏しいのが弱点だ。"
慌ただしい,"あわただしい「HOẢNG」 - Hối hả, bận rộn, không yên ổn; 意味: 落ち着かず、せわしない; ポイント: 慌ただしい一日、年末の慌ただしい時期; 例文: 引っ越しの準備で、ここ数日は本当に慌ただしい毎日を送っている。"
物足りない,"ものたりない「VẬT TÚC」 - Không thỏa mãn, thiếu thiếu cái gì đó, chưa đủ; 意味: 何か少し足りない感じがして、不満である; ポイント: 味付けが物足りない、内容が物足りない; 例文: このスープは美味しいけれど、スパイスが少なくて少し物足りない。"
やかましい,"「HUYÊN」 - Ồn ào, phiền phức, khắt khe; 意味: 音がうるさい、文句が多い; ポイント: 工事の音がやかましい、マナーにやかましい; 例文: 隣の部屋のテレビの音がやかましくて、勉強に集中できない。"
騒がしい,"さわがしい「TAO」 - Ồn ào, xôn xao (nhiều âm thanh trộn lẫn); 意味: 声や音が大きくて落ち着かない; ポイント: 教室が騒がしい、世間を騒がしい; 例文: 事件が起きたのか、外が急に騒がしくなった。"
～を騒がす,"～をさわがす「TAO」 - Làm xôn xao, làm náo động; 意味: 周囲の人を驚かせたり不安にさせたりする; ポイント: 世間を騒がす、近所を騒がす; 例文: 彼の突然の引退発表は、日本中を騒がせた。"
輝かしい,"かがやかしい「HUY」 - Huy hoàng, rực rỡ; 意味: 光り輝いている、非常に立派な; ポイント: 輝かしい成績、輝かしい未来; 例文: 彼はこれまでに、数多くの輝かしい賞を獲得してきた。"
たくましい,"「THỨC」 - Lực lưỡng, mạnh mẽ, kiên cường; 意味: 体が丈夫で強い、意志が強い; ポイント: たくましい体、たくましく育つ; 例文: 震災を乗り越え、子供たちはたくましく成長している。"
頼もしい,"たのもしい「LẠI」 - Đáng tin cậy, đầy triển vọng; 意味: 期待できて、安心できる; ポイント: 頼もしい味方、成長が頼もしい; 例文: 新入社員の彼は仕事が速く、とても頼もしい存在だ。"
ずるい,"「CHIẾT」 - Gian xảo, láu cá, không công bằng; 意味: 自分が得をするために正しくないことをする; ポイント: ずるいやり方、自分だけずるい; 例文: 自分だけ楽な仕事をするなんて、ずるいと思う。"
そそっかしい,"- Hấp tấp, vội vàng, cẩu thả; 意味: 注意が足りなくて、間違いが多い; ポイント: そそっかしい人、そそっかしい性格; 例文: 彼女はそそっかしいので、よく忘れ物や言い間違いをする。"
くどい,"- Dài dòng, lặp đi lặp lại, (vị) nồng/ngấy; 意味: しつこい、味が濃すぎる; ポイント: 説明がくどい、油っこくてくどい; 例文: 同じことを何度も言われると、くどいと感じてしまう。"
痛ましい,"いたましい「THƯƠNG」 - Thương tâm, đau đớn; 意味: 見ていて辛くなるほど悲惨な; ポイント: 痛ましい事故、痛ましい事件; 例文: 幼い子供が犠牲になるという、痛ましい事故が起きた。"
哀れな,"あわれな「AI」 - Đáng thương, tội nghiệp; 意味: かわいそうで、見ていられない; ポイント: 哀れな姿、哀れな身なり; 例文: 雨の中で震えている捨て猫を見て、哀れに思った。"
