視野,"しや「THỊ DÃ」Tầm nhìn  
意味  ① 目を動かさずに見える景色の範囲 
ポイント ＿が見える、 ＿に入る 
例文 ・山をじっと見ていたら、雲が視野に入ってきた。 
意味 ② 考え方 
ポイント
＿が広い、狭い 
・息子には留学して視野を広げてほしい。
関連語彙 
類： 視界 
• 意味：目を動かしてあちらこちら見回して、見える範囲 
• ポイント：視野＜視界（範囲が広い） 
• 例文：停電して視界が暗い"
機能,"きのう「KI NĂNG」 Tính năng 
意味 機能は機能です!  
ポイント カメラ＿、電話＿、ネット＿等 
例文 ・最近のスマホは機能が多すぎる。 
（医者が患者へ） 
あなたの心臓は、正常に機能しています。 
Ｎ２準備ー文字語彙 -「言葉ゲームの漂流記」 
使い分け 
• 機能： 何ができるか？ 機能がある、ない、ほしい 
• 性能： 能力が高い、低い？ 
⇒ Iphone6 とIphoneX は（   
）の違いはあまりないが、（   ）は全然違う。 
(スピードが早い) "
世間,"せけん「THẾ GIAN」 Xã hội 
意味  社会  世の中 
ポイント 世の中
例文 ・有名芸能人の不倫事件が世間を騒がせている。 
・確かに彼は世間の目が怖いので 働くしかない。 
・本当はニートになりたいが、世間知らずだが、悪い奴というわけではない。 
（経験が浅く、世の中のことをあまり知らない人） 
関連語彙 
類： 世間体 
• 意味：世間の人から見られる姿 
• 例文：世間体を気にする"
違反,"「いはん」「VI PHẢN」 Vi phạm 
意味 ルール
・決まりを守らないこと 
例文 ・スピード違反で捕まってしまった。"
素質,"そしつ「TỐ CHẤT」Tố chất 
意味  世の中からの評価 
ポイント ≒才能 
例文 ・彼は有名な人の素質がある。"
辞退,"じたい「TỪ THỐI」 Rút lui 
意味  すすめられたことを遠慮して断ること
ポイント 候補になったり提案をもらったが、それを断ること 
例文 ・今回の大会は怪我のせいで辞退しなければならなくなった。
・（会社から内定をもらったあと）
「良いお話ですが、今回はご辞退させていただきます」"
改正,"かいせい「CẢI CHÁNH」 Sửa đổi (Pháp luật) 
意味  改めて、変える 
ポイント  規則、内容を改めて、正しくする 
例文 ・労働法を改正する.
使い分け 
• 改正： ルール、法律
（変更＋良くないところを直してもっとよくする） 
• 改善： あらゆるもの
（生活、サービスなど） "
夢中,"むちゅう「MỘNG TRUNG」 Say sưa 
意味  周りが見えなくなるくらい集中すること 
ポイント 夢の中にいるような気分になるほど！ 
例文 ・最近彼はＲＩＫＩの動画に夢中になっている。"
日中,"「にっちゅう」「NHẬT TRUNG」 Ban ngày 
意味   昼間・日がのぼっている間 
ポイント  だいたい12時前後から4時ぐらいまで 
例文 ・（約束時間を決めているとき）
「日中は仕事で家にいないので、夜だと助かります」 "
矛盾,"むじゅん「MÂU THUẪN」 Mâu thuẫn 
意味 一方ではAと言い、一方ではBと言い、 話のロジックが合わないこと 
例文 ・上司がよく、「丁寧に急いで仕事をしなさい」と
いうが、私には矛盾しているように感じる。 "
